STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
PUNJAB,FARIDKOT,2009,0,6,3,0,0,0,3,0,0,0,2,14
PUNJAB,FARIDKOT,2010,0,0,1,0,0,0,0,0,0,0,0,1
PUNJAB,FARIDKOT,2011,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FARIDKOT,2012,1,2,15,0,0,0,0,0,0,0,0,18
PUNJAB,FATEHGARH SAHIB,2001,0,0,0,0,0,1,0,0,0,0,0,1
PUNJAB,FATEHGARH SAHIB,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2005,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2006,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2007,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FATEHGARH SAHIB,2008,0,0,0,0,0,0,0,0,0,1,0,1
PUNJAB,FATEHGARH SAHIB,2009,1,0,2,0,0,0,0,0,0,0,0,3
PUNJAB,FATEHGARH SAHIB,2010,0,4,3,0,0,0,0,0,0,0,3,10
PUNJAB,FATEHGARH SAHIB,2011,0,2,8,0,0,0,0,0,0,0,0,10
PUNJAB,FATEHGARH SAHIB,2012,0,10,7,0,0,0,0,0,0,0,0,17
PUNJAB,FAZILKA,2011,0,3,2,0,0,0,0,0,0,0,0,5
PUNJAB,FAZILKA,2012,1,9,12,0,0,0,0,0,0,0,0,22
PUNJAB,FEROZEPUR,2001,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZEPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZEPUR,2003,0,0,0,0,0,0,0,0,0,1,0,1
PUNJAB,FEROZPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZPUR,2005,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZPUR,2006,0,0,0,0,0,0,0,0,0,1,0,1
PUNJAB,FEROZPUR,2007,0,26,20,0,0,0,0,0,0,1,0,47
PUNJAB,FEROZPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZPUR,2009,5,18,28,0,0,0,0,0,0,0,0,51
PUNJAB,FEROZPUR,2010,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,FEROZPUR,2011,1,9,25,0,0,0,0,0,0,0,0,35
PUNJAB,FEROZPUR,2012,0,2,4,0,0,0,0,0,0,0,0,6
PUNJAB,G.R.P,2001,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,G.R.P,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,G.R.P,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,G.R.P,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,G.R.P,2005,0,0,0,0,0,2,0,0,0,0,0,2
PUNJAB,G.R.P,2006,0,1,0,4,0,0,0,0,0,0,0,5
PUNJAB,G.R.P,2007,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,G.R.P,2008,2,0,0,0,0,0,0,0,0,0,0,2
PUNJAB,G.R.P,2009,2,0,0,0,0,0,0,0,0,0,0,2
PUNJAB,G.R.P,2010,2,0,0,0,0,0,0,0,0,0,0,2
PUNJAB,G.R.P,2011,1,0,0,0,0,0,0,0,0,0,0,1
PUNJAB,G.R.P,2012,3,0,0,0,0,0,0,0,0,0,0,3
PUNJAB,GURDASPUR,2001,0,0,5,0,0,0,0,0,0,0,2,7
PUNJAB,GURDASPUR,2002,1,8,2,0,0,0,0,0,0,0,0,11
PUNJAB,GURDASPUR,2003,1,6,1,0,0,0,0,0,0,0,0,8
PUNJAB,GURDASPUR,2004,0,9,5,0,0,2,0,0,0,0,0,16
PUNJAB,GURDASPUR,2005,2,10,3,0,0,4,0,0,0,1,1,21
PUNJAB,GURDASPUR,2006,4,7,11,0,0,2,0,0,0,0,2,26
PUNJAB,GURDASPUR,2007,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,GURDASPUR,2008,2,2,0,0,0,0,0,0,0,0,0,4
PUNJAB,GURDASPUR,2009,2,0,4,0,0,0,0,0,0,0,2,8
PUNJAB,GURDASPUR,2010,1,0,7,0,0,0,0,0,0,0,0,8
PUNJAB,GURDASPUR,2011,0,0,0,0,0,0,0,0,0,0,2,2
PUNJAB,GURDASPUR,2012,1,6,26,0,0,0,0,0,0,0,0,33
PUNJAB,HOSHIARPUR,2001,0,1,0,0,0,0,0,0,0,0,0,1
PUNJAB,HOSHIARPUR,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,HOSHIARPUR,2003,2,0,0,0,0,0,0,0,0,0,0,2
PUNJAB,HOSHIARPUR,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,HOSHIARPUR,2005,0,0,0,0,0,0,0,0,0,1,0,1
PUNJAB,HOSHIARPUR,2006,0,0,10,0,0,0,0,0,0,0,0,10
PUNJAB,HOSHIARPUR,2007,1,15,20,0,0,0,0,0,0,0,0,36
PUNJAB,HOSHIARPUR,2008,4,22,16,0,0,0,0,0,0,0,0,42
PUNJAB,HOSHIARPUR,2009,4,23,21,0,0,0,0,0,0,0,2,50
PUNJAB,HOSHIARPUR,2010,3,11,27,0,0,0,0,0,0,0,0,41
PUNJAB,HOSHIARPUR,2011,0,23,24,0,0,0,0,0,0,0,0,47
PUNJAB,HOSHIARPUR,2012,1,18,16,0,0,0,0,0,0,0,2,37
PUNJAB,JAGRAON,2001,1,10,1,0,0,0,2,0,0,0,1,15
PUNJAB,JAGRAON,2002,0,2,2,0,0,0,0,0,0,0,0,4
PUNJAB,JAGRAON,2003,0,3,1,0,0,0,0,0,0,0,1,5
PUNJAB,JAGRAON,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,JAGRAON,2005,0,1,2,0,0,0,0,0,0,0,1,4
PUNJAB,JAGRAON,2006,0,0,8,0,0,3,0,0,0,0,0,11
PUNJAB,JAGRAON,2007,0,6,1,0,0,0,0,0,0,0,0,7
PUNJAB,JALANDHAR,2001,3,2,7,0,0,0,0,0,0,0,2,14
PUNJAB,JALANDHAR,2002,0,8,8,0,0,0,0,0,0,0,0,16
PUNJAB,JALANDHAR,2003,4,3,0,0,0,0,0,0,0,0,0,7
PUNJAB,JALANDHAR,2004,7,3,4,0,0,0,0,0,0,1,2,17
PUNJAB,JALANDHAR,2005,0,0,0,0,0,0,0,0,0,2,3,5
PUNJAB,JALANDHAR,2006,2,0,72,0,0,0,0,0,0,2,0,76
PUNJAB,JALANDHAR,2007,5,9,68,0,0,0,0,0,0,0,0,82
PUNJAB,JALANDHAR,2008,3,6,21,0,0,0,0,0,0,0,0,30
PUNJAB,JALANDHAR,2009,7,24,67,5,0,0,0,0,0,0,0,103
PUNJAB,JALANDHAR,2011,1,4,11,0,0,0,0,0,0,0,0,16
PUNJAB,JALANDHAR RURAL,2010,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,JALANDHAR RURAL,2012,2,0,0,0,0,0,0,0,0,0,0,2
PUNJAB,KAPURTHALA,2001,2,2,3,0,0,1,1,0,0,0,0,9
PUNJAB,KAPURTHALA,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KAPURTHALA,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KAPURTHALA,2004,13,0,2,0,0,0,0,0,0,0,0,15
PUNJAB,KAPURTHALA,2005,1,1,3,0,0,0,0,0,0,1,0,6
PUNJAB,KAPURTHALA,2006,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KAPURTHALA,2007,0,7,10,4,0,0,0,0,0,0,0,21
PUNJAB,KAPURTHALA,2008,3,6,3,0,0,0,0,0,0,0,0,12
PUNJAB,KAPURTHALA,2009,4,6,5,0,0,0,0,0,0,0,0,15
PUNJAB,KAPURTHALA,2010,2,7,18,0,0,0,0,0,0,0,0,27
PUNJAB,KAPURTHALA,2011,1,6,14,0,0,0,0,0,0,0,2,23
PUNJAB,KAPURTHALA,2012,1,5,18,0,0,0,0,0,0,0,3,27
PUNJAB,KHANNA,2001,0,0,1,0,0,0,0,0,0,0,0,1
PUNJAB,KHANNA,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KHANNA,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KHANNA,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KHANNA,2005,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KHANNA,2006,0,0,3,0,0,1,0,0,0,0,0,4
PUNJAB,KHANNA,2007,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,KHANNA,2008,0,2,4,0,0,0,0,0,0,0,0,6
PUNJAB,KHANNA,2009,3,4,6,0,2,0,0,0,0,0,1,16
PUNJAB,KHANNA,2010,1,2,4,2,0,0,0,0,0,0,0,9
PUNJAB,KHANNA,2011,2,4,10,1,0,0,0,0,0,0,1,18
PUNJAB,KHANNA,2012,1,8,15,0,0,0,0,0,0,0,0,24
PUNJAB,LUDHIANA,2001,6,5,7,0,0,0,0,0,0,0,2,20
PUNJAB,LUDHIANA,2002,4,8,13,0,0,0,0,0,0,0,8,33
PUNJAB,LUDHIANA,2003,3,18,32,0,0,7,0,0,0,0,7,67
PUNJAB,LUDHIANA,2004,3,12,18,0,0,10,0,0,0,1,4,48
PUNJAB,LUDHIANA,2005,7,10,8,4,0,2,0,0,0,0,7,38
PUNJAB,LUDHIANA,2006,3,18,32,4,0,7,0,0,1,0,5,70
PUNJAB,LUDHIANA,2007,5,25,87,0,0,8,0,0,0,0,4,129
PUNJAB,LUDHIANA,2008,6,16,81,0,0,6,0,0,0,0,4,113
PUNJAB,LUDHIANA,2009,10,16,59,1,0,11,0,0,0,0,2,99
PUNJAB,LUDHIANA,2011,1,0,8,0,0,0,0,0,0,0,0,9
PUNJAB,LUDHIANA RURAL,2008,0,4,1,1,0,0,0,0,0,0,0,6
PUNJAB,LUDHIANA RURAL,2009,2,2,15,0,1,0,0,0,0,0,3,23
PUNJAB,LUDHIANA RURAL,2010,0,2,6,1,1,0,0,0,0,0,0,10
PUNJAB,LUDHIANA RURAL,2012,0,6,16,0,0,0,0,0,0,0,5,27
PUNJAB,MAJITHA,2001,2,0,0,0,0,0,0,0,0,0,1,3
PUNJAB,MAJITHA,2002,1,5,0,1,0,0,0,0,0,0,0,7
PUNJAB,MAJITHA,2003,1,2,2,2,0,0,0,0,0,0,0,7
PUNJAB,MAJITHA,2004,2,6,6,0,0,0,0,0,0,0,0,14
PUNJAB,MAJITHA,2005,3,5,14,4,0,0,0,0,0,0,0,26
PUNJAB,MAJITHA,2006,0,4,7,3,0,0,0,0,0,0,0,14
PUNJAB,MANSA,2001,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MANSA,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MANSA,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MANSA,2004,1,1,0,0,0,0,0,0,0,0,0,2
PUNJAB,MANSA,2005,0,0,0,0,0,0,0,0,0,1,0,1
PUNJAB,MANSA,2006,4,8,0,0,0,0,0,0,0,0,0,12
PUNJAB,MANSA,2007,1,13,3,0,0,1,0,0,0,2,0,20
PUNJAB,MANSA,2008,1,4,5,0,0,0,0,0,0,0,0,10
PUNJAB,MANSA,2009,1,10,8,1,0,0,0,0,0,0,5,25
PUNJAB,MANSA,2010,3,18,6,0,0,0,0,0,0,0,4,31
PUNJAB,MANSA,2011,1,10,6,0,0,0,0,0,0,0,4,21
PUNJAB,MANSA,2012,0,14,8,0,1,0,0,0,0,0,1,24
PUNJAB,MOGA,2001,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2005,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2006,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2007,0,2,12,0,0,0,0,0,0,0,0,14
PUNJAB,MOGA,2008,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MOGA,2009,4,8,4,0,0,0,0,0,0,0,0,16
PUNJAB,MOGA,2010,1,0,0,0,0,0,0,0,0,0,0,1
PUNJAB,MOGA,2011,1,1,4,0,0,0,0,0,0,0,0,6
PUNJAB,MOGA,2012,1,3,2,2,0,0,0,0,0,0,0,8
PUNJAB,MUKTSAR,2001,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MUKTSAR,2002,0,3,2,0,0,0,0,0,0,0,0,5
PUNJAB,MUKTSAR,2003,1,3,0,0,0,0,0,0,0,0,0,4
PUNJAB,MUKTSAR,2004,0,0,3,0,0,0,0,0,0,0,1,4
PUNJAB,MUKTSAR,2005,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,MUKTSAR,2006,1,2,2,2,0,0,0,0,0,0,2,9
PUNJAB,MUKTSAR,2007,2,2,12,0,0,0,0,0,0,0,0,16
PUNJAB,MUKTSAR,2008,2,1,1,0,0,0,0,0,0,0,0,4
PUNJAB,MUKTSAR,2009,2,5,8,0,0,0,0,0,0,0,0,15
PUNJAB,MUKTSAR,2010,0,5,9,0,0,2,0,0,0,0,0,16
PUNJAB,MUKTSAR,2011,1,7,5,0,0,2,0,0,0,0,0,15
PUNJAB,MUKTSAR,2012,4,13,19,0,0,0,0,0,0,0,4,40
PUNJAB,NAWAN SHAHR,2001,1,2,1,0,0,0,1,0,0,0,0,5
PUNJAB,NAWAN SHAHR,2002,2,5,2,0,0,0,3,0,0,0,0,12
PUNJAB,NAWAN SHAHR,2003,1,0,0,0,0,0,0,0,0,0,0,1
PUNJAB,NAWAN SHAHR,2004,1,3,0,2,0,0,0,0,0,0,1,7
PUNJAB,NAWAN SHAHR,2005,0,0,0,0,0,0,0,0,0,3,0,3
PUNJAB,NAWAN SHAHR,2006,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,NAWAN SHAHR,2007,2,0,1,0,0,0,0,0,0,0,0,3
PUNJAB,PATHANKOT,2011,0,4,2,0,0,0,0,0,0,0,0,6
PUNJAB,PATHANKOT,2012,0,0,5,0,0,0,0,0,0,0,0,5
PUNJAB,PATIALA,2001,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,PATIALA,2002,0,0,12,0,0,0,0,0,0,0,5,17
PUNJAB,PATIALA,2003,3,2,2,5,0,0,0,0,0,1,0,13
PUNJAB,PATIALA,2004,3,2,1,0,0,0,0,0,0,0,0,6
PUNJAB,PATIALA,2005,0,0,0,0,0,0,0,0,0,0,3,3
PUNJAB,PATIALA,2006,2,0,0,2,0,1,0,0,0,3,6,14
PUNJAB,PATIALA,2007,2,3,3,9,0,0,0,0,0,0,1,18
PUNJAB,PATIALA,2008,1,6,3,1,0,0,0,0,0,1,0,12
PUNJAB,PATIALA,2009,3,16,30,6,0,0,0,0,0,0,2,57
PUNJAB,PATIALA,2010,3,7,24,2,0,0,0,0,0,0,6,42
PUNJAB,PATIALA,2011,0,8,22,5,0,0,0,0,0,0,5,40
PUNJAB,PATIALA,2012,2,27,30,9,0,0,0,0,0,0,5,73
PUNJAB,ROPAR,2001,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,ROPAR,2002,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,ROPAR,2003,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,ROPAR,2004,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,ROPAR,2005,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,ROPAR,2006,0,0,3,0,0,1,0,0,0,0,0,4
PUNJAB,ROPAR,2007,0,2,3,0,0,0,0,0,0,0,3,8
PUNJAB,ROPAR,2008,1,4,9,0,0,0,0,0,0,0,1,15
PUNJAB,ROPAR,2009,2,5,6,0,0,0,0,0,0,0,1,14
PUNJAB,ROPAR,2010,2,6,13,0,0,0,0,0,0,0,2,23
PUNJAB,ROPAR,2011,1,4,13,0,0,0,0,0,0,0,2,20
PUNJAB,ROPAR,2012,0,2,16,0,0,0,0,0,0,0,0,18
PUNJAB,SANGRUR,2001,2,1,2,0,0,1,0,0,0,0,3,9
PUNJAB,SANGRUR,2002,2,0,0,0,0,0,0,0,0,0,0,2
PUNJAB,SANGRUR,2003,3,2,0,1,0,0,0,0,0,0,0,6
PUNJAB,SANGRUR,2004,2,0,1,0,0,0,0,0,0,0,7,10
PUNJAB,SANGRUR,2005,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,SANGRUR,2006,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,SANGRUR,2007,1,5,3,2,0,0,0,0,0,1,3,15
PUNJAB,SANGRUR,2008,1,2,1,1,0,0,0,0,0,0,3,8
PUNJAB,SANGRUR,2009,4,6,0,0,1,0,0,0,0,0,3,14
PUNJAB,SANGRUR,2010,1,3,3,0,0,0,0,0,0,0,2,9
PUNJAB,SANGRUR,2011,0,0,0,0,0,0,0,0,0,0,2,2
PUNJAB,SANGRUR,2012,8,26,14,0,0,0,0,0,0,0,1,49
PUNJAB,SAS NGR,2006,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,SAS NGR,2007,1,0,1,0,0,0,0,0,0,0,0,2
PUNJAB,SAS NGR,2008,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,SAS NGR,2009,2,11,22,3,0,0,0,0,0,0,1,39
PUNJAB,SAS NGR,2010,0,1,13,4,0,0,0,0,0,0,0,18
PUNJAB,SAS NGR,2011,4,10,19,0,0,0,0,0,0,0,4,37
PUNJAB,SAS NGR,2012,2,6,34,0,0,0,0,0,0,0,0,42
PUNJAB,SBS NAGAR,2008,3,5,0,0,0,0,0,0,0,0,0,8
PUNJAB,SBS NAGAR,2009,0,6,6,2,0,0,0,0,0,0,0,14
PUNJAB,SBS NAGAR,2010,1,1,11,1,0,0,0,0,0,0,0,14
PUNJAB,SBS NAGAR,2011,1,0,6,1,0,0,0,0,0,0,0,8
PUNJAB,SBS NAGAR,2012,0,18,13,0,0,0,0,0,0,0,0,31
PUNJAB,TARN TARAN,2001,1,2,3,0,0,0,0,0,0,0,0,6
PUNJAB,TARN TARAN,2002,0,1,1,0,0,0,0,0,0,0,0,2
PUNJAB,TARN TARAN,2003,0,2,1,0,0,0,0,0,0,0,0,3
PUNJAB,TARN TARAN,2004,4,4,0,3,0,0,0,0,0,0,0,11
PUNJAB,TARN TARAN,2005,5,7,3,4,0,0,0,0,0,0,0,19
PUNJAB,TARN TARAN,2006,3,6,4,5,0,0,0,0,0,1,1,20
PUNJAB,TARN TARAN,2007,1,4,2,4,0,0,0,0,0,0,0,11
PUNJAB,TARN TARAN,2008,1,4,1,2,0,0,0,0,0,0,0,8
PUNJAB,TARN TARAN,2009,1,0,1,2,0,0,0,0,0,0,0,4
PUNJAB,TARN TARAN,2010,3,1,2,0,0,0,0,0,0,0,0,6
PUNJAB,TARN TARAN,2011,3,0,16,0,0,0,0,0,0,0,0,19
PUNJAB,TARN TARAN,2012,4,15,12,3,0,0,0,0,0,0,0,34
PUNJAB,TOTAL,2001,20,38,35,7,0,3,7,0,0,0,13,123
PUNJAB,TOTAL,2002,13,52,62,10,0,0,5,0,0,1,18,161
PUNJAB,TOTAL,2003,25,54,67,11,0,9,0,0,0,2,16,184
PUNJAB,TOTAL,2004,42,54,53,8,1,12,0,0,1,2,20,193
PUNJAB,TOTAL,2005,26,51,59,12,0,13,2,0,0,11,36,210
PUNJAB,TOTAL,2006,24,58,169,22,0,15,0,0,1,9,31,329
PUNJAB,TOTAL,2007,29,135,296,35,0,9,0,0,0,5,18,527
PUNJAB,TOTAL,2008,34,106,184,24,1,8,0,0,0,6,26,389
PUNJAB,TOTAL,2009,77,210,355,23,4,15,3,0,0,0,42,729
PUNJAB,TOTAL,2010,45,144,373,15,2,11,0,0,1,0,36,627
PUNJAB,TOTAL,2011,41,166,349,15,0,22,0,0,0,0,29,622
PUNJAB,TOTAL,2012,48,295,459,25,2,15,0,0,0,0,33,877
Puducherry,KARAIKAL,2013,0,4,0,0,0,0,0,0,0,0,0,4
Puducherry,PUDUCHERRY,2013,0,5,34,0,0,1,0,0,0,1,2,43
Puducherry,TOTAL,2013,0,9,34,0,0,1,0,0,0,1,2,47
Punjab,AMRITSAR RURAL,2013,0,20,49,0,0,0,0,0,0,0,13,82
Punjab,BARNALA,2013,1,10,25,0,0,0,0,0,0,0,0,36
Punjab,BATALA,2013,0,26,26,1,0,0,0,0,0,0,6,59
Punjab,BHATINDA,2013,4,35,44,3,0,0,0,0,0,0,0,86
Punjab,CP AMRITSAR,2013,0,16,52,0,0,0,1,0,0,0,9,78
Punjab,CP JALANDHAR,2013,1,25,51,6,0,0,0,0,0,0,0,83
Punjab,CP LUDHIANA,2013,7,68,70,0,0,8,0,0,0,0,2,155
Punjab,FARIDKOT,2013,0,7,0,0,0,0,0,0,0,0,0,7
Punjab,FATEHGARH SAHIB,2013,0,8,14,0,0,0,0,0,0,0,8,31
Punjab,FAZILKA,2013,1,21,22,0,0,0,0,0,0,0,3,47
Punjab,FEROZPUR,2013,0,8,22,0,0,0,0,0,0,0,0,30
Punjab,G.R.P,2013,0,1,0,0,0,0,0,0,0,0,0,4
Punjab,GURDASPUR,2013,0,12,9,0,0,0,0,0,0,0,4,25
Punjab,HOSHIARPUR,2013,0,21,0,0,0,0,0,0,0,0,0,21
Punjab,JALANDHAR RURAL,2013,2,21,18,0,0,0,0,0,0,0,6,47
Punjab,KAPURTHALA,2013,2,9,27,0,0,0,0,0,0,0,6,44
Punjab,KHANNA,2013,0,13,6,0,0,0,0,0,0,0,0,19
Punjab,LUDHIANA RURAL,2013,0,6,16,0,0,0,0,0,0,0,0,22
Punjab,MANSA,2013,1,11,8,0,0,0,0,0,0,0,11,31
Punjab,MOGA,2013,1,9,22,0,0,0,0,0,0,0,0,35
Punjab,MUKTSAR,2013,1,10,38,0,0,0,0,0,0,0,8,57
Punjab,PATHANKOT,2013,1,6,9,0,0,0,0,0,0,0,0,16
Punjab,PATIALA,2013,3,37,44,2,0,0,0,0,0,0,4,90
Punjab,ROPAR,2013,0,7,19,0,0,0,0,0,0,0,0,26
Punjab,SANGRUR,2013,4,32,21,0,0,0,0,0,0,0,0,57
Punjab,SAS NGR,2013,0,21,57,0,0,0,0,0,0,0,18,96
Punjab,SBS NAGAR,2013,0,17,7,0,0,0,0,0,0,0,0,24
Punjab,TARN TARAN,2013,1,13,14,0,0,0,0,0,0,0,0,28
Punjab,TOTAL,2013,30,490,690,12,0,8,1,0,0,0,98,1336
RAJASTHAN,AJMER,2001,0,1,0,0,0,0,0,0,0,0,0,1
RAJASTHAN,AJMER,2002,0,1,0,0,0,0,0,0,0,0,0,1
RAJASTHAN,AJMER,2003,0,2,0,0,0,4,0,0,0,0,0,6
RAJASTHAN,AJMER,2004,0,6,31,0,0,1,0,0,0,0,0,38
RAJASTHAN,AJMER,2005,1,8,4,0,0,1,0,0,0,0,0,14
RAJASTHAN,AJMER,2006,1,23,31,2,0,0,0,0,0,0,0,57
RAJASTHAN,AJMER,2007,7,12,25,1,0,0,0,0,0,0,0,45
RAJASTHAN,AJMER,2008,0,19,0,0,0,0,0,0,0,1,6,26
RAJASTHAN,AJMER,2009,3,20,23,2,0,2,1,0,0,0,0,51
RAJASTHAN,AJMER,2010,3,20,49,2,0,0,1,0,0,0,0,75
RAJASTHAN,AJMER,2011,3,28,48,1,0,1,0,0,0,1,0,82
RAJASTHAN,AJMER,2012,4,28,40,1,0,4,0,0,0,0,0,77
RAJASTHAN,ALWAR,2001,1,0,0,0,0,7,0,0,0,0,0,8
RAJASTHAN,ALWAR,2002,0,0,0,0,0,10,0,0,0,0,0,10
RAJASTHAN,ALWAR,2003,0,0,0,0,0,14,0,0,0,0,0,14
RAJASTHAN,ALWAR,2004,0,7,0,0,0,6,0,0,0,0,0,13
RAJASTHAN,ALWAR,2005,0,12,0,0,0,4,0,0,0,0,0,16
RAJASTHAN,ALWAR,2006,0,23,17,0,0,12,0,0,0,0,0,52
RAJASTHAN,ALWAR,2007,0,37,30,0,0,5,0,0,0,0,0,72
RAJASTHAN,ALWAR,2008,4,27,42,0,0,15,0,0,0,0,0,88
RAJASTHAN,ALWAR,2009,5,4,7,0,0,15,0,0,0,0,0,31
RAJASTHAN,ALWAR,2010,0,29,65,0,1,0,0,0,0,0,0,95
RAJASTHAN,ALWAR,2011,6,24,60,0,0,0,0,0,0,0,0,90
RAJASTHAN,ALWAR,2012,8,40,65,0,0,7,0,0,0,0,0,120
RAJASTHAN,BANSWARA,2001,3,13,30,0,0,10,0,0,0,0,4,60
RAJASTHAN,BANSWARA,2002,4,19,14,0,0,5,0,0,0,0,0,42
RAJASTHAN,BANSWARA,2003,3,12,21,0,0,4,0,0,0,1,1,42
RAJASTHAN,BANSWARA,2004,1,3,11,0,0,5,0,0,0,0,0,20
RAJASTHAN,BANSWARA,2005,5,4,3,0,0,2,0,0,0,0,0,14
RAJASTHAN,BANSWARA,2006,1,4,19,1,0,6,0,0,0,0,0,31
RAJASTHAN,BANSWARA,2007,5,7,12,0,0,6,0,0,0,0,0,30
RAJASTHAN,BANSWARA,2008,0,12,12,0,0,6,0,0,0,0,0,30
RAJASTHAN,BANSWARA,2009,3,14,13,0,0,10,0,0,0,0,0,40
RAJASTHAN,BANSWARA,2010,1,23,16,0,0,2,0,0,0,0,0,42
RAJASTHAN,BANSWARA,2011,1,6,6,0,0,6,0,0,0,0,0,19
RAJASTHAN,BANSWARA,2012,0,0,0,1,0,1,0,0,0,0,0,2
RAJASTHAN,BARAN,2001,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,BARAN,2002,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,BARAN,2003,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,BARAN,2004,2,6,1,0,0,0,0,0,0,0,0,9
RAJASTHAN,BARAN,2005,2,19,10,2,0,0,0,0,0,0,0,33
RAJASTHAN,BARAN,2006,0,12,4,0,0,0,0,0,0,0,0,16
RAJASTHAN,BARAN,2007,0,23,8,2,0,4,0,0,0,0,0,37
RAJASTHAN,BARAN,2008,1,21,22,4,0,0,0,0,0,2,0,50
RAJASTHAN,BARAN,2009,2,6,35,1,0,0,0,0,0,0,0,44
RAJASTHAN,BARAN,2010,2,11,30,3,0,0,0,0,0,0,0,46
RAJASTHAN,BARAN,2011,2,4,0,2,0,0,0,0,0,2,0,10
RAJASTHAN,BARAN,2012,1,27,11,0,0,3,0,0,0,0,26,68
RAJASTHAN,BARMER,2001,1,3,6,0,0,2,0,0,0,0,2,14
RAJASTHAN,BARMER,2002,2,1,8,0,0,1,0,0,0,0,0,12
RAJASTHAN,BARMER,2003,1,5,0,0,0,0,0,0,0,0,0,6
RAJASTHAN,BARMER,2004,0,3,11,0,0,1,0,0,0,0,0,15
RAJASTHAN,BARMER,2005,4,3,11,0,0,4,0,0,0,0,0,22
RAJASTHAN,BARMER,2006,3,3,10,0,0,1,0,0,0,0,0,17
RAJASTHAN,BARMER,2007,6,4,11,0,0,1,0,0,0,0,0,22
RAJASTHAN,BARMER,2008,2,5,10,0,0,2,0,0,0,0,0,19
